cve_id,description,av,ac,pr,ui,s,c,i,a
CVE-2023-36137,There is a Cross Site Scripting (XSS) vulnerability in the "theme" parameter of preview.php in PHPJabbers Class Scheduling System 1.0.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2023-36138,PHPJabbers Cleaning Business Software 1.0 is vulnerable to Cross Site Scripting (XSS) via the theme parameter of preview.php.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2023-36139,In PHPJabbers Cleaning Business Software 1.0  lack of verification when changing an email address and/or password (on the Profile Page) allows remote attackers to take over accounts.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-36141,User enumeration is found in in PHPJabbers Cleaning Business Software 1.0. This issue occurs during password recovery  where a difference in messages could allow an attacker to determine if the user is valid or not  enabling a brute force attack with valid users.,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE
CVE-2023-36158,Cross Site Scripting (XSS) vulnerability in sourcecodester Toll Tax Management System 1.0 allows remote attackers to run arbitrary code via the First Name and Last Name fields on the My Account page.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2023-36159,Cross Site Scripting (XSS) vulnerability in sourcecodester Lost and Found Information System 1.0 allows remote attackers to run arbitrary code via the First Name  Middle Name and Last Name fields on the Create User page.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2023-38941,django-sspanel v2022.2.2 was discovered to contain a remote command execution (RCE) vulnerability via the component sspanel/admin_view.py -> GoodsCreateView._post.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-38991,An issue in the delete function in the ActModelController class of jeesite v1.2.6 allows authenticated attackers to arbitrarily delete models created by the Administrator.,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,LOW,LOW
CVE-2023-3373,Predictable Exact Value from Previous Values vulnerability in Mitsubishi Electric Corporation GOT2000 Series GT21 model versions 01.49.000 and prior and GOT SIMPLE Series GS21 model versions 01.49.000 and prior allows a remote unauthenticated attacker to hijack data connections (session hijacking) or prevent legitimate users from establishing data connections (to cause DoS condition) by guessing the listening port of the data connection on FTP server and connecting to it.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,HIGH
CVE-2023-30146,Assmann Digitus Plug&View IP Camera HT-IP211HDP  version 2.000.022 allows unauthenticated attackers to download a copy of the camera's settings and the administrator credentials.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38708,Pimcore is an Open Source Data & Experience Management Platform: PIM  MDM  CDP  DAM  DXP/CMS & Digital Commerce. A path traversal vulnerability exists in the `AssetController::importServerFilesAction`  which allows an attacker to overwrite or modify sensitive files by manipulating the pimcore_log parameter.This can lead to potential denial of service---key file overwrite.The impact of this vulnerability allows attackers to: overwrite or modify sensitive files  potentially leading to unauthorized access  privilege escalation  or disclosure of confidential information. This could also cause a denial of service (DoS) if critical system files are overwritten or deleted.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-39343,Sulu is an open-source PHP content management system based on the Symfony framework. It allows over the Admin Login form to detect which user (username  email) exists and which one do not exist. Sulu Installation not using the old Symfony 5.4 security System and previous version are not impacted by this Security issue. The vulnerability has been patched in version 2.5.10.,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE
CVE-2023-4002,An issue has been discovered in GitLab EE affecting all versions starting from 14.1 before 16.0.8  all versions starting from 16.1 before 16.1.3  all versions starting from 16.2 before 16.2.2. It was possible for EE-licensed users to link any security policy project by its ID to projects or groups the user has access to  potentially revealing the security projects's configured security policies.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-4139,The WP Ultimate CSV Importer plugin for WordPress is vulnerable to Sensitive Information Exposure  via Directory Listing due to missing restriction in export folder indexing in versions up to  and including  7.9.8. This makes it possible for unauthenticated attackers to list and view exported files.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-4140,The WP Ultimate CSV Importer plugin for WordPress is vulnerable to privilege escalation in versions up to  and including  7.9.8 due to insufficient restriction on the 'get_header_values' function. This makes it possible for authenticated attackers  with minimal permissions such as an author  if the administrator previously grants access in the plugin settings  to modify their user role by supplying the 'wp_capabilities->cus1' parameter.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-4141,The WP Ultimate CSV Importer plugin for WordPress is vulnerable to Remote Code Execution in versions up to  and including  7.9.8 via the '->cus2' parameter. This allows authenticated attackers with author-level permissions or above  if the administrator previously grants access in the plugin settings  to create a PHP file and execute code on the server. The author resolved this vulnerability by removing the ability for authors and editors to import files  please note that this means php file creation is still allowed for site administrators  use the plugin with caution.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-4142,The WP Ultimate CSV Importer plugin for WordPress is vulnerable to Remote Code Execution in versions up to  and including  7.9.8 via the '->cus1' parameter. This allows authenticated attackers with author-level permissions or above  if the administrator previously grants access in the plugin settings  to execute code on the server. The author resolved this vulnerability by removing the ability for authors and editors to import files  please note that this means remote code execution is still possible for site administrators  use the plugin with caution.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-39379,Fujitsu Software Infrastructure Manager (ISM) stores sensitive information at the product's maintenance data (ismsnap) in cleartext form. As a result  the password for the proxy server that is configured in ISM may be retrieved. Affected products and versions are as follows: Fujitsu Software Infrastructure Manager Advanced Edition V2.8.0.060  Fujitsu Software Infrastructure Manager Advanced Edition for PRIMEFLEX V2.8.0.060  and Fujitsu Software Infrastructure Manager Essential Edition V2.8.0.060.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-34037,VMware Horizon Server contains a HTTP request smuggling vulnerability. A malicious actor with network access may be able to perform HTTP smuggle requests.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE
CVE-2023-34038,VMware Horizon Server contains an information disclosure vulnerability. A malicious actor with network access may be able to access information relating to the internal network configuration.,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE
CVE-2023-4135,A heap out-of-bounds memory read flaw was found in the virtual nvme device in QEMU. The QEMU process does not validate an offset provided by the guest before computing a host heap pointer  which is used for copying data back to the guest. Arbitrary heap memory relative to an allocated buffer can be disclosed.,LOCAL,LOW,LOW,NONE,CHANGED,HIGH,NONE,NONE
CVE-2023-29505,An issue was discovered in Zoho ManageEngine Network Configuration Manager 12.6.165. The WebSocket endpoint allows Cross-site WebSocket hijacking.,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-29689,PyroCMS 3.9 contains a remote code execution (RCE) vulnerability that can be exploited through a server-side template injection (SSTI) flaw. This vulnerability allows a malicious attacker to send customized commands to the server and execute arbitrary code on the affected system.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-36480,The Aerospike Java client is a Java application that implements a network protocol to communicate with an Aerospike server. Prior to versions 7.0.0  6.2.0  5.2.0  and 4.5.0 some of the messages received from the server contain Java objects that the client deserializes when it encounters them without further validation. Attackers that manage to trick clients into communicating with a malicious server can include especially crafted objects in its responses that  once deserialized by the client  force it to execute arbitrary code. This can be abused to take control of the machine the client is running on. Versions 7.0.0  6.2.0  5.2.0  and 4.5.0 contain a patch for this issue.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-37470,Metabase is an open-source business intelligence and analytics platform. Prior to versions 0.43.7.3  0.44.7.3  0.45.4.3  0.46.6.4  1.43.7.3  1.44.7.3  1.45.4.3  and 1.46.6.4  a vulnerability could potentially allow remote code execution on one's Metabase server. The core issue is that one of the supported data warehouses (an embedded in-memory database H2)  exposes a number of ways for a connection string to include code that is then executed by the process running the embedded database. Because Metabase allows users to connect to databases  this means that a user supplied string can be used to inject executable code. Metabase allows users to validate their connection string before adding a database (including on setup)  and this validation API was the primary vector used as it can be called without validation. Versions 0.43.7.3  0.44.7.3  0.45.4.3  0.46.6.4  1.43.7.3  1.44.7.3  1.45.4.3  and 1.46.6.4 fix this issue by removing the ability of users to add H2 databases entirely. As a workaround  it is possible to block these vulnerabilities at the network level by blocking the endpoints `POST /api/database`  `PUT /api/database/:id`  and `POST /api/setup/validateuntil`. Those who use H2 as a file-based database should migrate to SQLite.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-37896,Nuclei is a vulnerability scanner. Prior to version 2.9.9  a security issue in the Nuclei project affected users utilizing Nuclei as Go code (SDK) running custom templates. This issue did not affect CLI users. The problem was related to sanitization issues with payload loading in sandbox mode. There was a potential risk with payloads loading in sandbox mode. The issue occurred due to relative paths not being converted to absolute paths before doing the check for `sandbox` flag allowing arbitrary files to be read on the filesystem in certain cases when using Nuclei from `Go` SDK implementation. This issue has been fixed in version 2.9.9. The maintainers have also enabled sandbox by default for filesystem loading. This can be optionally disabled if required. The `-sandbox` option has been deprecated and is now divided into two new options: `-lfa` (allow local file access) which is enabled by default and `-lna` (restrict local network access) which can be enabled by users optionally. The `-lfa` allows file (payload) access anywhere on the system (disabling sandbox effectively)  and `-lna` blocks connections to the local/private network.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38487,HedgeDoc is software for creating real-time collaborative markdown notes. Prior to version 1.9.9  the API of HedgeDoc 1 can be used to create notes with an alias matching the ID of existing notes. The affected existing note can then not be accessed anymore and is effectively hidden by the new one.When the freeURL feature is enabled (by setting the `allowFreeURL` config option or the `CMD_ALLOW_FREEURL` environment variable to `true`)  any user with the appropriate permissions can create a note by making a POST request to the `/new/<ALIAS>` API endpoint. The `<ALIAS>` parameter can be set to the ID of an existing note. HedgeDoc did not verify whether the provided `<ALIAS>` value corresponds to a valid ID of an existing note and always allowed creation of the new note. When a visitor tried to access the existing note  HedgeDoc will first search for a note with a matching alias before it searches using the ID  therefore only the new note can be accessed.Depending on the permission settings of the HedgeDoc instance  the issue can be exploited only by logged-in users or by all (including non-logged-in) users. The exploit requires knowledge of the ID of the target note. Attackers could use this issue to present a manipulated copy of the original note to the user  e.g. by replacing the links with malicious ones. Attackers can also use this issue to prevent access to the original note  causing a denial of service. No data is lost  as the original content of the affected notes is still present in the database.This issue was fixed in version 1.9.9. As a workaround  disabling freeURL mode prevents the exploitation of this issue. The impact can be limited by restricting freeURL note creation to trusted  logged-in users by enabling `requireFreeURLAuthentication`/`CMD_REQUIRE_FREEURL_AUTHENTICATION`.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,LOW
CVE-2023-38494,MeterSphere is an open-source continuous testing platform. Prior to version 2.10.4 LTS  some interfaces of the Cloud version of MeterSphere do not have configuration permissions  and are sensitively leaked by attackers. Version 2.10.4 LTS contains a patch for this issue.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38497,Cargo downloads the Rust project’s dependencies and compiles the project. Cargo prior to version 0.72.2  bundled with Rust prior to version 1.71.1  did not respect the umask when extracting crate archives on UNIX-like systems. If the user downloaded a crate containing files writeable by any local user  another local user could exploit this to change the source code compiled and executed by the current user. To prevent existing cached extractions from being exploitable  the Cargo binary version 0.72.2 included in Rust 1.71.1 or later will purge caches generated by older Cargo versions automatically. As a workaround  configure one's system to prevent other local users from accessing the Cargo directory  usually located in `~/.cargo`.,LOCAL,LOW,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-38686,Sydent is an identity server for the Matrix communications protocol. Prior to version 2.5.6  if configured to send emails using TLS  Sydent does not verify SMTP servers' certificates. This makes  Sydent's emails vulnerable to interception via a man-in-the-middle (MITM) attack. Attackers with privileged access to the network can intercept room invitations and address confirmation emails. This is patched in Sydent 2.5.6. When patching  make sure that Sydent trusts the certificate of the server it is connecting to. This should happen automatically when using properly issued certificates. Those who use self-signed certificates should make sure to copy their Certification Authority certificate  or their self signed certificate if using only one  to the trust store of your operating system. As a workaround  one can ensure Sydent's emails fail to send by setting the configured SMTP server to a loopback or non-routable address under one's control which does not have a listening SMTP server.,ADJACENT_NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38964,Creative Item Academy LMS 6.0 was discovered to contain a cross-site scripting (XSS) vulnerability.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2022-41401,OpenRefine <= v3.5.2 contains a Server-Side Request Forgery (SSRF) vulnerability  which permits unauthorized users to exploit the system  potentially leading to unauthorized access to internal resources and sensitive file disclosure.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38688,twitch-tui provides Twitch chat in a terminal. Prior to version 2.4.1  the connection is not using TLS for communication. In the configuration of the irc connection  the software disables TLS  which makes all communication to Twitch IRC servers unencrypted. As a result  communication  including auth tokens  can be sniffed. Version 2.4.1 has a patch for this issue.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38689,Logistics Pipes is a modification (a.k.a. mod) for the computer game Minecraft Java Edition. The mod used Java's `ObjectInputStream#readObject` on untrusted data coming from clients or servers over the network resulting in possible remote code execution when sending specifically crafted network packets after connecting. The affected versions were released between 2013 and 2016 and the issue (back then unknown) was fixed in 2016 by a refactoring of the network IO code.  The issue is present in all Logistics Pipes versions ranged from 0.7.0.91 prior to 0.10.0.71  which were downloaded from different platforms summing up to multi-million downloads. For Minecraft version 1.7.10 the issue was fixed in build 0.10.0.71. Everybody on Minecraft 1.7.10 should check their version number of Logistics Pipes in their modlist and update  if the version number is smaller than 0.10.0.71. Any newer supported Minecraft version (like 1.12.2) never had a Logistics Pipes version with vulnerable code. The best available workaround for vulnerable versions is to play in singleplayer only or update to newer Minecraft versions and modpacks.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-38690,matrix-appservice-irc is a Node.js IRC bridge for Matrix. Prior to version 1.0.1  it is possible to craft a command with newlines which would not be properly parsed. This would mean you could pass a string of commands as a channel name  which would then be run by the IRC bridge bot. Versions 1.0.1 and above are patched. There are no robust workarounds to the bug. One may disable dynamic channels in the config to disable the most common execution method but others may exist.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-38691,matrix-appservice-bridge provides an API for setting up bridges. Starting in version 4.0.0 and prior to versions 8.1.2 and 9.0.1  a malicious Matrix server can use a foreign user's MXID in an OpenID exchange  allowing a bad actor to impersonate users when using the provisioning API. The library does not check that the servername part of the `sub` parameter (containing the user's *claimed* MXID) is the the same as the servername we are talking to. A malicious actor could spin up a server on any given domain  respond with a `sub` parameter according to the user they want to act as and use the resulting token to perform provisioning requests. Versions 8.1.2 and 9.0.1 contain a patch. As a workaround  disable the provisioning API.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-39112,ECShop v4.1.16 contains an arbitrary file deletion vulnerability in the Admin Panel.,NETWORK,LOW,HIGH,NONE,UNCHANGED,NONE,HIGH,HIGH
CVE-2023-39143,PaperCut NG and PaperCut MF before 22.1.3 on Windows allow path traversal  enabling attackers to upload  read  or delete arbitrary files. This leads to remote code execution when external device integration is enabled (a very common configuration).,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-0264,A flaw was found in Keycloaks OpenID Connect user authentication  which may incorrectly authenticate requests. An authenticated attacker who could obtain information from a user request within the same realm could use that data to impersonate the victim and generate new session tokens. This issue could impact confidentiality  integrity  and availability.,NETWORK,HIGH,LOW,NONE,UNCHANGED,LOW,LOW,LOW
CVE-2023-33372,Connected IO v2.1.0 and prior uses a hard-coded username/password pair embedded in their device's firmware used for device communication using MQTT. An attacker who gained access to these credentials is able to connect to the MQTT broker and send messages on behalf of devices  impersonating them. in order to sign and verify JWT session tokens  allowing attackers to sign arbitrary session tokens and bypass authentication.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33373,Connected IO v2.1.0 and prior keeps passwords and credentials in clear-text format  allowing attackers to exfiltrate the credentials and use them to impersonate the devices.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33374,Connected IO v2.1.0 and prior has a command as part of its communication protocol allowing the management platform to specify arbitrary OS commands for devices to execute. Attackers abusing this dangerous functionality may issue all devices OS commands to execute  resulting in arbitrary remote command execution.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33375,Connected IO v2.1.0 and prior has a stack-based buffer overflow vulnerability in its communication protocol  enabling attackers to take control over devices.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33376,Connected IO v2.1.0 and prior has an argument injection vulnerability in its iptables command message in its communication protocol  enabling attackers to execute arbitrary OS commands on devices.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33377,Connected IO v2.1.0 and prior has an OS command injection vulnerability in the set firewall command in part of its communication protocol  enabling attackers to execute arbitrary OS commands on devices.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33378,Connected IO v2.1.0 and prior has an argument injection vulnerability in its AT command message in its communication protocol  enabling attackers to execute arbitrary OS commands on devices.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33379,Connected IO v2.1.0 and prior has a misconfiguration in their MQTT broker used for management and device communication  which allows devices to connect to the broker and issue commands to other device  impersonating Connected IO management platform and sending commands to all of Connected IO's devices.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-38332,Zoho ManageEngine ADManager Plus through 7201 allow authenticated users to take over another user's account via sensitive information disclosure.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38692,CloudExplorer Lite is an open source  lightweight cloud management platform. Versions prior to 1.3.1 contain a command injection vulnerability in the installation function in module management. The vulnerability has been fixed in v1.3.1. There are no known workarounds aside from upgrading.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-38695,cypress-image-snapshot shows visual regressions in Cypress with jest-image-snapshot. Prior to version 8.0.2  it's possible for a user to pass a relative file path for the snapshot name and reach outside of the project directory into the machine running the test. This issue has been patched in version 8.0.2.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-38697,protocol-http1 provides a low-level implementation of the HTTP/1 protocol. RFC 9112 Section 7.1 defined the format of chunk size  chunk data and chunk extension. The value of Content-Length header should be a string of 0-9 digits  the chunk size should be a string of hex digits and should split from chunk data using CRLF  and the chunk extension shouldn't contain any invisible character. However  Falcon has following behaviors while disobey the corresponding RFCs: accepting Content-Length header values that have `+` prefix  accepting Content-Length header values that written in hexadecimal with `0x` prefix  accepting `0x` and `+` prefixed chunk size  and accepting LF in chunk extension. This behavior can lead to desync when forwarding through multiple HTTP parsers  potentially results in HTTP request smuggling and firewall bypassing. This issue is fixed in `protocol-http1` v0.15.1. There are no known workarounds.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE
CVE-2023-38698,Ethereum Name Service (ENS) is a distributed  open  and extensible naming system based on the Ethereum blockchain. According to the documentation  controllers are allowed to register new domains and extend the expiry of existing domains  but they cannot change the ownership or reduce the expiration time of existing domains. However  a preliminary analysis suggests that an attacker-controlled controller may be able to reduce the expiration time of existing domains due to an integer overflow in the renew function. The vulnerability resides `@ensdomains/ens-contracts` prior to version 0.0.22.If successfully exploited  this vulnerability would enable attackers to force the expiration of any ENS record  ultimately allowing them to claim the affected domains for themselves. Currently  it would require a malicious DAO to exploit it. Nevertheless  any vulnerability present in the controllers could potentially render this issue exploitable in the future. An additional concern is the possibility of renewal discounts. Should ENS decide to implement a system that offers unlimited .eth domains for a fixed fee in the future  the vulnerability could become exploitable by any user due to the reduced attack cost.Version 0.0.22 contains a patch for this issue. As long as registration cost remains linear or superlinear based on registration duration  or limited to a reasonable maximum (eg  1 million years)  this vulnerability could only be exploited by a malicious DAO. The interim workaround is thus to take no action.,NETWORK,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,NONE
CVE-2023-38699,MindsDB's AI Virtual Database allows developers to connect any AI/ML model to any datasource. Prior to version 23.7.4.0  a call to requests with `verify=False` disables SSL certificate checks. This rule enforces always verifying SSL certificates for methods in the Requests library. In version 23.7.4.0  certificates are validated by default  which is the desired behavior.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-39107,An arbitrary file overwrite vulnerability in NoMachine Free Edition and Enterprise Client for macOS before v8.8.1 allows attackers to overwrite root-owned files by using hardlinks.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,HIGH
CVE-2023-4157,CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection') in GitHub repository omeka/omeka-s prior to version 4.0.3.,NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2023-38700,matrix-appservice-irc is a Node.js IRC bridge for Matrix. Prior to version 1.0.1  it was possible to craft an event such that it would leak part of a targeted message event from another bridged room. This required knowing an event ID to target. Version 1.0.1n fixes this issue. As a workaround  set the `matrixHandler.eventCacheSize` config value to `0`. This workaround may impact performance.,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,NONE,NONE
CVE-2023-38702,Knowage is an open source analytics and business intelligence suite. Starting in the 6.x.x branch and prior to version 8.1.8  the endpoint `/knowage/restful-services/dossier/importTemplateFile` allows authenticated users to upload `template file` on the server  but does not need any authorization to be reached. When the JSP file is uploaded  the attacker just needs to connect to `/knowageqbeengine/foo.jsp` to gain code execution on the server. By exploiting this vulnerability  an attacker with low privileges can upload a JSP file to the `knowageqbeengine` directory and gain code execution capability on the server. This issue has been patched in Knowage version 8.1.8.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-39551,PHPGurukul Online Security Guards Hiring System v.1.0 is vulnerable to SQL Injection via osghs/admin/search.php.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2022-4955,Inappropriate implementation in DevTools in Google Chrome prior to 108.0.5359.71 allowed an attacker who convinced a user to install a malicious extension to bypass file access restrictions via a crafted HTML page. (Chromium security severity: Medium),NETWORK,LOW,NONE,REQUIRED,UNCHANGED,NONE,HIGH,NONE
CVE-2023-39344,social-media-skeleton is an uncompleted social media project. A SQL injection vulnerability in the project allows UNION based injections  which indirectly leads to remote code execution. Commit 3cabdd35c3d874608883c9eaf9bf69b2014d25c1 contains a fix for this issue.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2020-26082,A vulnerability in the zip decompression engine of Cisco AsyncOS Software for Cisco Email Security Appliance (ESA) could allow an unauthenticated  remote attacker to bypass content filters that are configured on an affected device. The vulnerability is due to improper handling of password-protected zip files. An attacker could exploit this vulnerability by sending a malicious file inside a crafted zip-compressed file to an affected device. A successful exploit could allow the attacker to bypass configured content filters that would normally drop the email.,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,LOW,NONE
CVE-2023-39346,LinuxASMCallGraph is software for drawing the call graph of the programming code. Linux ASMCallGraph before commit 20dba06bd1a3cf260612d4f21547c25002121cd5 allows attackers to cause a remote code execution on the server side via uploading a crafted ZIP file due to incorrect filtering rules of uploaded file. The problem has been patched in commit 20dba06bd1a3cf260612d4f21547c25002121cd5. There are no known workarounds.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2020-23564,File Upload vulnerability in SEMCMS 3.9 allows remote attackers to run arbitrary code via SEMCMS_Upfile.php.,NETWORK,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2022-46782,An issue was discovered in Stormshield SSL VPN Client before 3.2.0. A logged-in user  able to only launch the VPNSSL Client  can use the OpenVPN instance to execute malicious code as administrator on the local machine.,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-33367,A SQL injection vulnerability exists in Control ID IDSecure 4.7.26.0 and prior  allowing unauthenticated attackers to write PHP files on the server's root directory  resulting in remote code execution.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-38943,ShuiZe_0x727 v1.0 was discovered to contain a remote command execution (RCE) vulnerability via the component /iniFile/config.ini.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-36095,An issue in Harrison Chase langchain v.0.0.194 allows an attacker to execute arbitrary code via the python exec calls in the PALChain  affected functions include from_math_prompt and from_colored_object_prompt.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-39508,Execution with Unnecessary Privileges  : Exposure of Sensitive Information to an Unauthorized Actor vulnerability in Apache Software Foundation Apache Airflow.The "Run Task" feature enables authenticated user to bypass some of the restrictions put in place. It allows to execute code in the webserver context as well as allows to bypas limitation of access the user has to certain DAGs. The "Run Task" feature is considered dangerous and it has been removed entirely in Airflow 2.6.0This issue affects Apache Airflow: before 2.6.0.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-4165,A vulnerability  which was classified as critical  was found in Tongda OA. This affects an unknown part of the file general/system/seal_manage/iweboffice/delete_seal.php. The manipulation of the argument DELETE_STR leads to sql injection. The exploit has been disclosed to the public and may be used. Upgrading to version 11.10 is able to address this issue. It is recommended to upgrade the affected component. The identifier VDB-236181 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-4166,A vulnerability has been found in Tongda OA and classified as critical. This vulnerability affects unknown code of the file general/system/seal_manage/dianju/delete_log.php. The manipulation of the argument DELETE_STR leads to sql injection. The exploit has been disclosed to the public and may be used. Upgrading to version 11.10 is able to address this issue. It is recommended to upgrade the affected component. VDB-236182 is the identifier assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH
CVE-2023-4167,A vulnerability was found in Media Browser Emby Server 4.7.13.0 and classified as problematic. This issue affects some unknown processing of the file /web/. The manipulation leads to cross site scripting. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-236183.,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE
CVE-2023-4168,A vulnerability was found in Templatecookie Adlisting 2.14.0. It has been classified as problematic. Affected is an unknown function of the file /ad-list of the component Redirect Handler. The manipulation leads to information disclosure. It is possible to launch the attack remotely. The identifier of this vulnerability is VDB-236184. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE
CVE-2023-4169,A vulnerability was found in Ruijie RG-EW1200G 1.0(1)B1P5. It has been declared as critical. Affected by this vulnerability is an unknown functionality of the file /api/sys/set_passwd of the component Administrator Password Handler. The manipulation leads to improper access controls. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The identifier VDB-236185 was assigned to this vulnerability. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH
